,ID,ID_degree,center_year,window,bin
74321,542094990,389,2001,3,"(2.51, 2.76]"
74322,542095393,474,2001,3,"(2.51, 2.76]"
74323,542095575,5,2001,3,"(0.51, 0.76]"
74324,542096284,40,2001,3,"(1.51, 1.76]"
74325,542096466,1,2001,3,"(-0.24, 0.01]"
74326,542096805,55,2001,3,"(1.51, 1.76]"
74327,542097035,7,2001,3,"(0.76, 1.01]"
74328,542097233,148,2001,3,"(2.01, 2.26]"
74329,542097530,570,2001,3,"(2.51, 2.76]"
74330,542097704,57,2001,3,"(1.51, 1.76]"
74331,542097944,59,2001,3,"(1.76, 2.01]"
74332,542098025,4,2001,3,"(0.51, 0.76]"
74333,542098090,42,2001,3,"(1.51, 1.76]"
74334,542098553,1,2001,3,"(-0.24, 0.01]"
74335,542099395,8,2001,3,"(0.76, 1.01]"
74336,542100003,55,2001,3,"(1.51, 1.76]"
74337,542100110,52,2001,3,"(1.51, 1.76]"
